dataset_index,sample_key,job,month,time_index,z0,local_z,global_z,height_m,y0,x0,valid_fraction_3d,valid_fraction_slice,score,u_R,u_MAE,u_RMSE,v_R,v_MAE,v_RMSE,w_R,w_MAE,w_RMSE,theta_prime_R,theta_prime_MAE,theta_prime_RMSE,theta_R,theta_MAE,theta_RMSE
115,camden/z19_camden201902/t0033/z000_y0000_x0544,z19_camden201902,2,33,0,5,5,50.0,0,544,0.6910905838012695,0.605224609375,0.48098396463176735,0.4731709825969821,1.0507749129370751,1.3115037230923126,0.4367349118033249,1.1893079817000538,1.4607231235644296,0.45574545000470834,0.3252575811627809,0.4670517128482475,0.558918516365698,0.13699842317720343,0.17123013702224615,0.48395650948972874,0.12232079684806475,0.15546970510512864
115,camden/z19_camden201902/t0033/z000_y0000_x0544,z19_camden201902,2,33,0,7,7,70.0,0,544,0.6910905838012695,0.922454833984375,0.2847088984166502,0.2730713414974358,1.1031520986377958,1.357683865164734,0.18957947811258455,1.2665882989531037,1.556377534343607,0.4237460331731687,0.3368709408487703,0.461304264405276,0.40637523957793853,0.12693516410741568,0.16052046120224037,0.2667497466660211,0.137372017190692,0.17197210860696963
115,camden/z19_camden201902/t0033/z000_y0000_x0544,z19_camden201902,2,33,0,10,10,100.0,0,544,0.6910905838012695,0.998321533203125,0.10857584665504688,0.06875193809245746,0.9132062122300921,1.1446637826394064,0.06838044139176205,1.391222724453427,1.6773945498106482,0.35144480962214497,0.3739100544084774,0.5119377295298818,0.1720290934178512,0.11508125340610964,0.14904849781635224,0.08611632858085838,0.2006037221776857,0.23378592829200237
115,camden/z19_camden201902/t0033/z000_y0000_x0544,z19_camden201902,2,33,0,12,12,120.0,0,544,0.6910905838012695,0.9993438720703125,0.1284013961877039,0.07237023258336525,0.8305964836749486,1.058865587993458,0.12540276161023253,1.2725018446719913,1.5283169626877344,0.32415900490947513,0.3805018267180364,0.5129162865148197,0.17189159189788375,0.07362569488942547,0.10236606149797288,0.08864780623629076,0.07501237757517978,0.10390561409685639
115,camden/z19_camden201902/t0033/z000_y0000_x0544,z19_camden201902,2,33,0,15,15,150.0,0,544,0.6910905838012695,0.9994964599609375,0.09297961491334827,0.08792816285908349,0.860144581206618,1.0843279216001982,0.06253406769955296,1.3052390851990938,1.5875911996309482,0.27209268885090604,0.4103523791406583,0.5212285429963025,0.10685279910112085,0.08521976109950752,0.10932627106650587,0.009707001268136683,0.12118554127306788,0.1505762979149004
310,camden/z20_camden201903/t0038/z000_y0256_x0512,z20_camden201903,3,38,0,3,3,30.0,256,512,0.6474933624267578,0.0031890869140625,-0.6090780713105157,0.21512360081643517,1.8680908565886283,2.344870875934274,0.1341866517279277,3.664822430131538,4.298486696730838,0.19272355559005266,0.37374713490650274,0.4840112594142942,0.23610865007781887,0.43468939716165717,0.4776852259766885,0.08783310333300631,0.48412545674155205,0.5341829327965503
310,camden/z20_camden201903/t0038/z000_y0256_x0512,z20_camden201903,3,38,0,5,5,50.0,256,512,0.6474933624267578,0.47259521484375,0.2850601514634882,0.36390987669155933,1.8222057087644963,2.2217193096576264,0.37565656715825047,2.750149777146345,3.1817419649952585,0.23434320623675106,0.45172278402518073,0.610139802869455,0.057978943216868965,0.5282136531616234,0.5397390479684985,0.011175436242279048,0.5448218671662485,0.5562915892928266
310,camden/z20_camden201903/t0038/z000_y0256_x0512,z20_camden201903,3,38,0,7,7,70.0,256,512,0.6474933624267578,0.94073486328125,0.2072655655338681,0.2694354869100048,2.5665663845200486,2.985118548336652,0.23997948324272558,3.9268609860537698,4.318723254947429,0.20798439358520213,0.6423388007037995,0.8368741813015754,0.07428442520460948,0.5057208149980379,0.5150456642002466,0.011905763372855788,0.4515371498974651,0.46167396437709224
310,camden/z20_camden201903/t0038/z000_y0256_x0512,z20_camden201903,3,38,0,10,10,100.0,256,512,0.6474933624267578,0.999755859375,0.02430575399871092,-0.0009568076078276063,2.726088586702524,3.1494949017878815,0.025932774498005576,4.5795459303627375,4.956953697974827,0.14700041732826238,0.9013201899837294,1.1365442933189394,0.03285657888294203,0.4943754856880659,0.4988410445287534,0.0025250275497432774,0.6070007911095252,0.6102977796666764
310,camden/z20_camden201903/t0038/z000_y0256_x0512,z20_camden201903,3,38,0,12,12,120.0,256,512,0.6474933624267578,1.0,0.027698910127582854,0.031047278978632582,2.819868132995907,3.2453981365887556,0.013933601301641594,4.874490922624318,5.20519359136129,0.1128326139678544,0.9747243087436956,1.2228132663302806,0.025255885324376694,0.5181579158720524,0.5205629471084329,nan,0.5843450962565839,0.5861251111058067
310,camden/z20_camden201903/t0038/z000_y0256_x0512,z20_camden201903,3,38,0,15,15,150.0,256,512,0.6474933624267578,1.0,0.02448365391036844,0.035537339879602656,2.71346400679613,3.1748457252571876,-0.008733840300116253,4.653073303155907,5.011038136142667,0.07083553050765949,1.0028044396764066,1.2592090444306472,0.04624261012866089,0.5875131402858642,0.6173959945718445,nan,0.5957537856884301,0.6252069904921843
260,camden/z20_camden201903/t0035/z000_y0256_x0000,z20_camden201903,3,35,0,3,3,30.0,256,0,0.5884284973144531,0.0,-999.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
260,camden/z20_camden201903/t0035/z000_y0256_x0000,z20_camden201903,3,35,0,5,5,50.0,256,0,0.5884284973144531,0.2066497802734375,0.16564512745628102,0.18511538705671063,2.397426301862802,2.806190222263385,0.16114485834874606,2.933883783692827,3.320150302268204,0.26930353715635114,0.2971690876122237,0.43023379667481493,0.1239554588262145,0.29061714673617967,0.32130819394734894,0.04506741946344778,0.3993497013491172,0.4270282805224564
260,camden/z20_camden201903/t0035/z000_y0256_x0000,z20_camden201903,3,35,0,7,7,70.0,256,0,0.5884284973144531,0.7820587158203125,0.3528047182767469,0.34584960923738306,3.144377278276363,3.687994904334171,0.3926865976334785,3.293652076029283,3.8024367467780347,0.23276316272517497,0.32953186331429146,0.5066548885777382,0.33071555094274674,0.27411353067568106,0.2985911383201403,0.24568297885523888,0.34892169552784563,0.37775099789824634
260,camden/z20_camden201903/t0035/z000_y0256_x0000,z20_camden201903,3,35,0,10,10,100.0,256,0,0.5884284973144531,0.996185302734375,0.15614042247783305,0.15226523914558357,3.4947501448364053,4.082733620349013,0.16895065847375126,3.5848998905133884,4.193131520971249,0.18205385779757727,0.37362808470155456,0.617699211598089,0.13844866168474798,0.2702561956812776,0.286405651924239,0.10318235011918142,0.3079925696975376,0.3366891041970259
260,camden/z20_camden201903/t0035/z000_y0256_x0000,z20_camden201903,3,35,0,12,12,120.0,256,0,0.5884284973144531,0.9998626708984375,0.05367128828866904,0.027143082933628115,3.156752691342127,4.078760799437129,0.040407605027936895,3.167640996768495,4.087241980884625,0.17710034237086325,0.3631053779325448,0.6167982069555781,0.08469412153431248,0.27678946983905744,0.29131208097620925,0.07226795705410989,0.2963515322762945,0.32031763250790235
260,camden/z20_camden201903/t0035/z000_y0256_x0000,z20_camden201903,3,35,0,15,15,150.0,256,0,0.5884284973144531,1.0,0.0014641753614918953,0.005628127410354397,3.228332744925865,4.233662935820732,-0.020317974276935994,3.1169195393740665,4.14190072140627,0.1648537456976441,0.327112294584996,0.5549216557903189,-0.006548262080347004,0.318523404046573,0.3776573017773953,-0.0005544898360381538,0.3074249639175832,0.36371659149882124
881,camden/z25_camden201908/t0039/z000_y0000_x0256,z25_camden201908,8,39,0,3,3,30.0,0,256,0.6587667465209961,0.0190887451171875,-0.3318940385915861,0.6997348066180363,0.7672386043649212,0.9666612482932055,0.5842767122651569,2.4618163066897556,2.623456343749166,0.5959246654777817,0.1850636729718946,0.28986180488976765,-0.04437721389837089,0.28868029965199443,0.35488853743091386,-0.04416637708115713,0.27635789317764536,0.3435293401844065
881,camden/z25_camden201908/t0039/z000_y0000_x0256,z25_camden201908,8,39,0,5,5,50.0,0,256,0.6587667465209961,0.598602294921875,0.491747808808413,0.630967231568339,0.9443816246501409,1.1557778384944768,0.6610788939539547,2.334574334046502,2.5180520352878197,0.3832802918360647,0.13777736985713876,0.2039348510221442,0.08147060113522815,0.19481474678795344,0.2324574605788039,0.07337225140981972,0.2148503062617496,0.2516218829372854
881,camden/z25_camden201908/t0039/z000_y0000_x0256,z25_camden201908,8,39,0,7,7,70.0,0,256,0.6587667465209961,0.92034912109375,0.41574275504752356,0.5522044932022838,0.9789158503998495,1.1895306601226132,0.42617823518875475,2.7488943139349673,2.9978644988996463,0.45040728059146856,0.15627414200926695,0.22787476855162203,0.20315374432434666,0.09228865807130265,0.11195177271394198,0.10214103812326046,0.21330783635790954,0.23424297054846932
881,camden/z25_camden201908/t0039/z000_y0000_x0256,z25_camden201908,8,39,0,10,10,100.0,0,256,0.6587667465209961,0.99786376953125,0.1553646530495613,0.23457893602593877,1.1594943677192726,1.3819938689531372,0.1545364765466841,3.149535961929932,3.386501906313341,0.40638467665995315,0.15787381730005656,0.25463496618157005,-0.004579900735417425,0.1042100546687989,0.1272363109045418,0.022547624830115305,0.12844629723461798,0.14851708787735068
881,camden/z25_camden201908/t0039/z000_y0000_x0256,z25_camden201908,8,39,0,12,12,120.0,0,256,0.6587667465209961,0.999542236328125,0.13901248676949454,0.1769636614886659,0.9927272879432781,1.24481765169928,0.12317951819898088,2.8916424479305634,3.1485975437330187,0.4292684896513978,0.14917765950726053,0.24570032215247234,0.04999579758499318,0.09273469844401434,0.10825856579128255,0.02637750919600773,0.16781754109803634,0.17658291168210122
