metric_group,count,R,R2,MAE,RMSE
concentration,4276,0.9832451440350461,0.966752623779422,1.076029064724443,1.7451706359082761
target_enhancement,4276,0.9600244171808998,0.9215823630559967,1.076029010862809,1.7451704933908891
