epoch,train_loss,val_concentration_rmse,val_concentration_mae,val_concentration_R,val_target_enhancement_rmse,best_val_concentration_rmse,lr,elapsed_s
29,0.04358993429276678,2.091887413785841,1.3237600585252354,0.9759344292513805,2.0918873313058524,2.0870588348687757,0.0001,0.0888521671295166
30,0.042363365491231285,2.0863052565684708,1.3202020843191833,0.9762418720037966,2.086305184600192,2.0863052565684708,0.0001,0.09248733520507812
31,0.04148393538263109,2.0702338667402835,1.3056361570438566,0.9764246693487622,2.0702340585718155,2.0702338667402835,0.0001,0.09442520141601562
32,0.04052676156991058,2.065314687996549,1.3000707314101416,0.9764612955728669,2.065314800872472,2.065314687996549,0.0001,0.09084510803222656
33,0.039286763303809695,2.0518228838646855,1.299725039190394,0.976923660945827,2.051822955803909,2.0518228838646855,0.0001,0.08431863784790039
34,0.038375446986820966,2.044866665702356,1.2898657275093728,0.9770123094034592,2.044866617873413,2.044866665702356,0.0001,0.0437166690826416
35,0.0378445800807741,2.041393214934999,1.2858148901344348,0.9770725850770948,2.041393311150142,2.041393214934999,0.0001,0.043248891830444336
36,0.037294157677226596,2.0311809721448766,1.2793134612608892,0.9772750584865673,2.0311808213247073,2.0311809721448766,0.0001,0.043018341064453125
37,0.0360842009799348,2.038446624199125,1.2878481701671576,0.9773780136113386,2.038446659213282,2.0311809721448766,0.0001,0.04308462142944336
38,0.03633662706447972,2.0111044509921014,1.2662058902522801,0.9777120426692477,2.0111044775061586,2.0111044509921014,0.0001,0.0451812744140625
39,0.0354763919280635,2.0095457717058283,1.2611809954451445,0.9777189404088126,2.0095457638581102,2.0095457717058283,0.0001,0.051329851150512695
40,0.03437015227973461,2.0168875327791698,1.2702264027466164,0.977925645609236,2.0168876041597787,2.0095457717058283,0.0001,0.10727763175964355
41,0.033902411659558616,2.002134448952669,1.2599823597550281,0.9780511186150714,2.002134134362808,2.002134448952669,0.0001,0.09016203880310059
42,0.03301569985018836,1.9957179808096537,1.2529523829860705,0.9781316561543859,1.9957178500927162,1.9957179808096537,0.0001,0.09385418891906738
43,0.032491494797998004,1.9788984955950824,1.2400333129768621,0.9784413322037148,1.9788984724807763,1.9788984955950824,0.0001,0.16337871551513672
44,0.031957179928819336,1.9886424228495059,1.254188366310969,0.9783527208848355,1.988642498919771,1.9788984955950824,0.0001,0.0883188247680664
45,0.03141515888273716,1.9809366407663755,1.2436775443038726,0.9784236644089624,1.9809366712876533,1.9788984955950824,0.0001,0.09347367286682129
46,0.030794263299968507,1.9786002333119854,1.239979964310706,0.9784968931237864,1.9786002415666053,1.9786002333119854,0.0001,0.09480619430541992
47,0.030337189013759296,1.9642496044617361,1.234637917928098,0.9788605661375516,1.9642496888278853,1.9642496044617361,0.0001,0.08723306655883789
48,0.029880569419927068,1.9630084100630232,1.229699986799506,0.9787848754867453,1.9630084954842062,1.9630084100630232,0.0001,0.08969473838806152
49,0.029429760865039296,1.9525241740457464,1.2265711927993816,0.9791846076275573,1.9525241445529984,1.9525241740457464,0.0001,0.09527206420898438
50,0.028589227547248203,1.9537214031568242,1.2239620326499832,0.9789555321081033,1.9537211544636937,1.9525241740457464,0.0001,0.08950662612915039
51,0.02837940181295077,1.9522030961585652,1.2225355856657252,0.97911932324054,1.9522031634500498,1.9522030961585652,0.0001,0.08352446556091309
52,0.028111461963918474,1.9286567836452164,1.2083251210882688,0.9795630756928602,1.9286567928429077,1.9286567836452164,0.0001,0.08866000175476074
53,0.027437792883978948,1.9362435663204949,1.2138450558326086,0.9795220521275505,1.936243464458014,1.9286567836452164,0.0001,0.08795428276062012
54,0.027281285780999396,1.9369591441241507,1.2070254119787402,0.9794207910260709,1.9369592981859347,1.9286567836452164,0.0001,0.0938572883605957
55,0.0271694827824831,1.9368410433401184,1.215053140838309,0.979845218563821,1.936840837035117,1.9286567836452164,0.0001,0.09162282943725586
56,0.02708338387310505,1.9305430655968625,1.210342464322125,0.9797252771216955,1.9305430374331158,1.9286567836452164,0.0001,0.08980107307434082
57,0.026033698063757684,1.9126666832923729,1.1958039786014967,0.9798502931897835,1.912666598237135,1.9126666832923729,0.0001,0.09102606773376465
58,0.02543485744131936,1.9112562771355874,1.1948713725476314,0.9799867032545168,1.9112564915763808,1.9112562771355874,0.0001,0.08689284324645996
59,0.02516189817753103,1.9036609831479294,1.1902783699856394,0.9800690843527542,1.903660974977844,1.9036609831479294,0.0001,0.09157252311706543
60,0.024751995379726093,1.8977336101154723,1.1829396132780527,0.9801666381951486,1.8977337423074414,1.8977336101154723,0.0001,0.09101557731628418
61,0.02466317762931188,1.8986682901038558,1.1831366143793118,0.9801841296399565,1.8986681923736763,1.8977336101154723,0.0001,0.08111023902893066
62,0.024212272216876347,1.8971444654629628,1.1864496414855443,0.9802475220444645,1.8971444937931983,1.8971444654629628,0.0001,0.08758902549743652
63,0.023909129202365875,1.8853593568848002,1.1785178117600414,0.9804646851984381,1.8853590780554552,1.8853593568848002,0.0001,0.1567392349243164
64,0.023565641914804775,1.886311695406903,1.173999397413434,0.9803993720629635,1.886311632579893,1.8853593568848002,0.0001,0.08748316764831543
65,0.02313466038968828,1.875566767959495,1.1709792634055813,0.9806708179506312,1.8755668011561755,1.875566767959495,0.0001,0.08326053619384766
66,0.023183041562636692,1.8887374001603234,1.1738690553813254,0.9807632455070445,1.8887376359274743,1.875566767959495,0.0001,0.08880257606506348
67,0.02326818596985605,1.8823284196377537,1.1702889851926084,0.9804766473206643,1.882328475699405,1.875566767959495,0.0001,0.08776974678039551
68,0.02321487313343419,1.8957647910067978,1.178044903490229,0.9803716738753159,1.8957648317058835,1.875566767959495,0.0001,0.08298349380493164
69,0.022500246142347653,1.8698142937294684,1.16530822525524,0.9808741009468877,1.8698142955429928,1.8698142937294684,0.0001,0.09407544136047363
70,0.022499901346034475,1.8649799578951471,1.1641306078690474,0.981105512390353,1.8649799332808539,1.8649799578951471,0.0001,0.08257699012756348
71,0.022226727257172268,1.8614100544076033,1.1548976059602285,0.9809928349433769,1.861409949997259,1.8614100544076033,0.0001,0.08878898620605469
72,0.021405188366770744,1.8560308561083072,1.1539048640052216,0.9810572051947031,1.8560307451385254,1.8560308561083072,0.0001,0.09025263786315918
73,0.02145443980892499,1.8523521434847063,1.153253339405256,0.9811315456215971,1.8523520303403882,1.8523521434847063,0.0001,0.08820033073425293
74,0.02127737282878823,1.8423583471047864,1.148197969841667,0.9814124224538768,1.8423584015804166,1.8423583471047864,0.0001,0.0929868221282959
75,0.021027102859483823,1.8557830503771915,1.1519797515155445,0.9810474050037625,1.855782843412038,1.8423583471047864,0.0001,0.09117960929870605
76,0.020573659282591607,1.8423464638699636,1.1432153043399023,0.9813175730512419,1.8423465020373757,1.8423464638699636,0.0001,0.09081673622131348
77,0.02055136300623417,1.8506480269700276,1.1463206748855348,0.9811623632302552,1.8506482593682778,1.8423464638699636,0.0001,0.08963727951049805
78,0.020179079328146245,1.840906096354407,1.1491607937219546,0.9815836515194593,1.8409060702197655,1.840906096354407,0.0001,0.08815813064575195
79,0.02023355517950323,1.8465379105947448,1.1466212402001177,0.981238503878969,1.8465380610502167,1.840906096354407,0.0001,0.09182143211364746
80,0.01998136792745855,1.8242530604359912,1.135717094000307,0.9816844546891721,1.8242531603170018,1.8242530604359912,0.0001,0.09224152565002441
81,0.019682842410273023,1.8404399064733046,1.13970047296822,0.9813599683555763,1.8404399143134,1.8242530604359912,0.0001,0.1461341381072998
82,0.019379795632428594,1.8234548804643236,1.1320570329286095,0.9818342511456825,1.8234551277910038,1.8234548804643236,0.0001,0.049060821533203125
83,0.01933650631043646,1.8294958589398624,1.13649402186623,0.9817313721607567,1.8294957927431597,1.8234548804643236,0.0001,0.04850482940673828
84,0.019290905859735277,1.8457598864400224,1.1413556733234003,0.9814762822970907,1.8457600454522216,1.8234548804643236,0.0001,0.048241376876831055
85,0.01891209516260359,1.8255193816105413,1.1338433746537726,0.9817106504870434,1.8255193556515172,1.8234548804643236,0.0001,0.04801177978515625
86,0.01885173376649618,1.8187584044339247,1.1268131909134012,0.9817968644997093,1.8187584022365124,1.8187584044339247,0.0001,0.047936439514160156
87,0.018688574847247865,1.8168405024772527,1.1276158331932589,0.9818337701532767,1.8168405000265437,1.8168405024772527,0.0001,0.04857683181762695
88,0.018663607434266143,1.8183588253285214,1.1236969508000687,0.9818272964818731,1.8183589252024723,1.8168405024772527,0.0001,0.04911303520202637
89,0.01850410343872176,1.8052278518828855,1.1222559729951693,0.9821440486062791,1.8052278204368843,1.8052278518828855,0.0001,0.04873085021972656
90,0.018956295111113124,1.8188676096636678,1.1265041469077957,0.9820329763611569,1.818867572909967,1.8052278518828855,0.0001,0.04844331741333008
91,0.018250059543384448,1.8054712923498875,1.1261612238228265,0.9821682555002584,1.8054712078101287,1.8052278518828855,0.0001,0.0493626594543457
92,0.018184523822532758,1.8079571604782114,1.1196433871120242,0.9821505870326069,1.8079571595461434,1.8052278518828855,0.0001,0.04807472229003906
93,0.01784042776044872,1.8034812593496117,1.1153645671562573,0.9821274314995478,1.803481420272627,1.8034812593496117,0.0001,0.04784989356994629
94,0.01752572103093068,1.800009263002553,1.1139605801388748,0.9821743069507537,1.8000094036053904,1.800009263002553,0.0001,0.04871344566345215
95,0.01722601501064168,1.7966879240505584,1.1104952791676106,0.9822587492027989,1.7966878567047007,1.7966879240505584,0.0001,0.11076545715332031
96,0.01708478480577469,1.7919180280484226,1.1093203809575793,0.9823791440694265,1.7919180725639228,1.7919180280484226,0.0001,0.0893254280090332
97,0.01693745060927338,1.7894688308431232,1.1067167519407923,0.9823766059325025,1.7894687331845738,1.7894688308431232,0.0001,0.09021496772766113
98,0.01688769832253456,1.7948731327662557,1.1075549290713247,0.9822911517614248,1.7948730047779728,1.7894688308431232,0.0001,0.09058189392089844
99,0.016533828030029934,1.791367553286222,1.1069209113981926,0.9823484575543446,1.7913675701022054,1.7894688308431232,0.0001,0.08356499671936035
100,0.016437695361673832,1.7849559053529478,1.1042815762440439,0.9824717119677882,1.7849558119722573,1.7849559053529478,0.0001,0.16344785690307617
101,0.016398603200084634,1.7884828403893174,1.104741495273401,0.9823925112237984,1.7884826865539203,1.7849559053529478,0.0001,0.08879613876342773
102,0.016312200162145827,1.7779054407446193,1.0958193430173497,0.9826237318284673,1.7779055589376815,1.7779054407446193,0.0001,0.09252691268920898
103,0.016389716209636793,1.790095601582327,1.1091399018847017,0.9823597599682964,1.7900957526840253,1.7779054407446193,0.0001,0.08345937728881836
104,0.016009590174588893,1.7971127616844882,1.1049996956806523,0.9823961131968283,1.7971128250923947,1.7779054407446193,0.0001,0.09136271476745605
105,0.016017057312031586,1.77952650784446,1.0984467237881124,0.9826147077740818,1.7795262696703058,1.7779054407446193,0.0001,0.09248232841491699
106,0.016027111870547135,1.7716282937719499,1.0945800124651033,0.9828015262216722,1.771628207546252,1.7716282937719499,0.0001,0.09166646003723145
107,0.015695466866923705,1.784537844860048,1.1021279244918039,0.9825003798167389,1.7845380453670017,1.7716282937719499,0.0001,0.0868682861328125
108,0.01539698356969489,1.762918550169873,1.0882140214026141,0.9829582728516347,1.7629185152011193,1.762918550169873,0.0001,0.0917205810546875
109,0.015462559233936999,1.779128871048589,1.0941545720185155,0.9826694865209711,1.779128602665223,1.762918550169873,0.0001,0.09447216987609863
110,0.015634627288414374,1.763352084541246,1.0880537042002236,0.9828978144447085,1.7633521839119377,1.762918550169873,0.0001,0.09140181541442871
111,0.015236145816743374,1.7673186959707845,1.0892795530627888,0.9828547691515513,1.7673188627977918,1.762918550169873,0.0001,0.08930301666259766
112,0.01501873197654883,1.7591854052779579,1.0850566867582145,0.9829738810639826,1.759185456733619,1.7591854052779579,0.0001,0.09281706809997559
113,0.014994694747858577,1.7573275130355746,1.0834111712378136,0.9830230779261104,1.7573274643608043,1.7573275130355746,0.0001,0.09036636352539062
114,0.014817937691178586,1.7618008511724073,1.0830743716519162,0.9829338158989028,1.7618005564942245,1.7573275130355746,0.0001,0.08937764167785645
115,0.014694906564222442,1.7514563955095859,1.0805882524395791,0.9831345436317719,1.7514563861347838,1.7514563955095859,0.0001,0.08567047119140625
116,0.014646521045102013,1.7548003047300442,1.0837193659469275,0.9831059775743645,1.7548002159934633,1.7514563955095859,0.0001,0.0850522518157959
117,0.014466243589089977,1.746186632513955,1.0747557194908721,0.9832411379148859,1.7461867726096476,1.746186632513955,0.0001,0.08934521675109863
118,0.01430670503113005,1.7553182803037837,1.0766339565237846,0.9830759980679608,1.7553184135080306,1.746186632513955,0.0001,0.08723044395446777
119,0.014428586388627688,1.748284074506097,1.078546022677444,0.9832332630134568,1.748284336644344,1.746186632513955,0.0001,0.16184496879577637
120,0.01422273481471671,1.7451706359082761,1.076029064724443,0.9832451440350461,1.7451704933908891,1.7451706359082761,0.0001,0.08759808540344238
