Task2_V3 target=background-normalized enhancement
Profile cache=/data/cd25/task2_V1/3D_UNet_pft/processed/richmond_average_profile_cache_m02_10_z001_010
Train samples=2242 val samples=278 depth=16
Feature channels: local=30, global=16
Global context enabled=True
Previous timestep CO2 is excluded completely. Target/reconstruction use current incoming background CO2.
Using device=cuda
Enhancement mean per z=[8.688699722290039, 8.134200096130371, 7.724999904632568, 7.071800231933594, 6.390399932861328, 5.827099800109863, 5.3709001541137695, 4.990799903869629, 4.65339994430542, 4.347899913787842, 4.063499927520752, 3.797800064086914, 3.55430006980896, 3.3252999782562256, 3.113800048828125, 2.918600082397461]
Enhancement std per z=[8.835000038146973, 8.336600303649902, 8.104700088500977, 7.736299991607666, 7.3643999099731445, 7.0279998779296875, 6.707499980926514, 6.4105000495910645, 6.115099906921387, 5.817999839782715, 5.52869987487793, 5.247799873352051, 4.9944000244140625, 4.770599842071533, 4.57859992980957, 4.4166998863220215]
Valid fraction per z=[0.6017000079154968, 0.8478999733924866, 0.9879999756813049, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Layer weights=[1.9666999578475952, 1.565500020980835, 1.3272000551223755, 1.1837999820709229, 1.0751999616622925, 0.9905999898910522, 0.9247999787330627, 0.8734999895095825, 0.8335000276565552, 0.8023999929428101, 0.7781999707221985, 0.7592999935150146, 0.7445999979972839, 0.7332000136375427, 0.7242000102996826, 0.7172999978065491]
Initialized model weights from checkpoint: /data/cd25/task2_V3/3D_UNet_pft/processed/background_enhancement_v3/best_model.pt
Fresh optimizer/scheduler and epoch counter are used for this transfer run.
epoch=083 train_loss=0.019337 val_conc_R=0.981731 val_conc_MAE=1.136494 val_conc_RMSE=1.829496 val_enhancement_RMSE=1.829496 best=1.823455 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=084 train_loss=0.019291 val_conc_R=0.981476 val_conc_MAE=1.141356 val_conc_RMSE=1.845760 val_enhancement_RMSE=1.845760 best=1.823455 lr=0.0001 improved=0 no_improve=2 elapsed=0.1s
epoch=085 train_loss=0.018912 val_conc_R=0.981711 val_conc_MAE=1.133843 val_conc_RMSE=1.825519 val_enhancement_RMSE=1.825519 best=1.823455 lr=0.0001 improved=0 no_improve=3 elapsed=0.1s
epoch=086 train_loss=0.018852 val_conc_R=0.981797 val_conc_MAE=1.126813 val_conc_RMSE=1.818758 val_enhancement_RMSE=1.818758 best=1.818758 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=087 train_loss=0.018689 val_conc_R=0.981834 val_conc_MAE=1.127616 val_conc_RMSE=1.816841 val_enhancement_RMSE=1.816841 best=1.816841 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=088 train_loss=0.018664 val_conc_R=0.981827 val_conc_MAE=1.123697 val_conc_RMSE=1.818359 val_enhancement_RMSE=1.818359 best=1.816841 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=089 train_loss=0.018504 val_conc_R=0.982144 val_conc_MAE=1.122256 val_conc_RMSE=1.805228 val_enhancement_RMSE=1.805228 best=1.805228 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=090 train_loss=0.018956 val_conc_R=0.982033 val_conc_MAE=1.126504 val_conc_RMSE=1.818868 val_enhancement_RMSE=1.818868 best=1.805228 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=091 train_loss=0.018250 val_conc_R=0.982168 val_conc_MAE=1.126161 val_conc_RMSE=1.805471 val_enhancement_RMSE=1.805471 best=1.805228 lr=0.0001 improved=0 no_improve=2 elapsed=0.1s
epoch=092 train_loss=0.018185 val_conc_R=0.982151 val_conc_MAE=1.119643 val_conc_RMSE=1.807957 val_enhancement_RMSE=1.807957 best=1.805228 lr=0.0001 improved=0 no_improve=3 elapsed=0.1s
epoch=093 train_loss=0.017840 val_conc_R=0.982127 val_conc_MAE=1.115365 val_conc_RMSE=1.803481 val_enhancement_RMSE=1.803481 best=1.803481 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=094 train_loss=0.017526 val_conc_R=0.982174 val_conc_MAE=1.113961 val_conc_RMSE=1.800009 val_enhancement_RMSE=1.800009 best=1.800009 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=095 train_loss=0.017226 val_conc_R=0.982259 val_conc_MAE=1.110495 val_conc_RMSE=1.796688 val_enhancement_RMSE=1.796688 best=1.796688 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=096 train_loss=0.017085 val_conc_R=0.982379 val_conc_MAE=1.109320 val_conc_RMSE=1.791918 val_enhancement_RMSE=1.791918 best=1.791918 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=097 train_loss=0.016937 val_conc_R=0.982377 val_conc_MAE=1.106717 val_conc_RMSE=1.789469 val_enhancement_RMSE=1.789469 best=1.789469 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=098 train_loss=0.016888 val_conc_R=0.982291 val_conc_MAE=1.107555 val_conc_RMSE=1.794873 val_enhancement_RMSE=1.794873 best=1.789469 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=099 train_loss=0.016534 val_conc_R=0.982348 val_conc_MAE=1.106921 val_conc_RMSE=1.791368 val_enhancement_RMSE=1.791368 best=1.789469 lr=0.0001 improved=0 no_improve=2 elapsed=0.1s
epoch=100 train_loss=0.016438 val_conc_R=0.982472 val_conc_MAE=1.104282 val_conc_RMSE=1.784956 val_enhancement_RMSE=1.784956 best=1.784956 lr=0.0001 improved=1 no_improve=0 elapsed=0.2s
epoch=101 train_loss=0.016399 val_conc_R=0.982393 val_conc_MAE=1.104741 val_conc_RMSE=1.788483 val_enhancement_RMSE=1.788483 best=1.784956 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=102 train_loss=0.016312 val_conc_R=0.982624 val_conc_MAE=1.095819 val_conc_RMSE=1.777905 val_enhancement_RMSE=1.777906 best=1.777905 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=103 train_loss=0.016390 val_conc_R=0.982360 val_conc_MAE=1.109140 val_conc_RMSE=1.790096 val_enhancement_RMSE=1.790096 best=1.777905 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=104 train_loss=0.016010 val_conc_R=0.982396 val_conc_MAE=1.105000 val_conc_RMSE=1.797113 val_enhancement_RMSE=1.797113 best=1.777905 lr=0.0001 improved=0 no_improve=2 elapsed=0.1s
epoch=105 train_loss=0.016017 val_conc_R=0.982615 val_conc_MAE=1.098447 val_conc_RMSE=1.779527 val_enhancement_RMSE=1.779526 best=1.777905 lr=0.0001 improved=0 no_improve=3 elapsed=0.1s
epoch=106 train_loss=0.016027 val_conc_R=0.982802 val_conc_MAE=1.094580 val_conc_RMSE=1.771628 val_enhancement_RMSE=1.771628 best=1.771628 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=107 train_loss=0.015695 val_conc_R=0.982500 val_conc_MAE=1.102128 val_conc_RMSE=1.784538 val_enhancement_RMSE=1.784538 best=1.771628 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=108 train_loss=0.015397 val_conc_R=0.982958 val_conc_MAE=1.088214 val_conc_RMSE=1.762919 val_enhancement_RMSE=1.762919 best=1.762919 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=109 train_loss=0.015463 val_conc_R=0.982669 val_conc_MAE=1.094155 val_conc_RMSE=1.779129 val_enhancement_RMSE=1.779129 best=1.762919 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=110 train_loss=0.015635 val_conc_R=0.982898 val_conc_MAE=1.088054 val_conc_RMSE=1.763352 val_enhancement_RMSE=1.763352 best=1.762919 lr=0.0001 improved=0 no_improve=2 elapsed=0.1s
epoch=111 train_loss=0.015236 val_conc_R=0.982855 val_conc_MAE=1.089280 val_conc_RMSE=1.767319 val_enhancement_RMSE=1.767319 best=1.762919 lr=0.0001 improved=0 no_improve=3 elapsed=0.1s
epoch=112 train_loss=0.015019 val_conc_R=0.982974 val_conc_MAE=1.085057 val_conc_RMSE=1.759185 val_enhancement_RMSE=1.759185 best=1.759185 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=113 train_loss=0.014995 val_conc_R=0.983023 val_conc_MAE=1.083411 val_conc_RMSE=1.757328 val_enhancement_RMSE=1.757327 best=1.757328 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=114 train_loss=0.014818 val_conc_R=0.982934 val_conc_MAE=1.083074 val_conc_RMSE=1.761801 val_enhancement_RMSE=1.761801 best=1.757328 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=115 train_loss=0.014695 val_conc_R=0.983135 val_conc_MAE=1.080588 val_conc_RMSE=1.751456 val_enhancement_RMSE=1.751456 best=1.751456 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=116 train_loss=0.014647 val_conc_R=0.983106 val_conc_MAE=1.083719 val_conc_RMSE=1.754800 val_enhancement_RMSE=1.754800 best=1.751456 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=117 train_loss=0.014466 val_conc_R=0.983241 val_conc_MAE=1.074756 val_conc_RMSE=1.746187 val_enhancement_RMSE=1.746187 best=1.746187 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
epoch=118 train_loss=0.014307 val_conc_R=0.983076 val_conc_MAE=1.076634 val_conc_RMSE=1.755318 val_enhancement_RMSE=1.755318 best=1.746187 lr=0.0001 improved=0 no_improve=1 elapsed=0.1s
epoch=119 train_loss=0.014429 val_conc_R=0.983233 val_conc_MAE=1.078546 val_conc_RMSE=1.748284 val_enhancement_RMSE=1.748284 best=1.746187 lr=0.0001 improved=0 no_improve=2 elapsed=0.2s
epoch=120 train_loss=0.014223 val_conc_R=0.983245 val_conc_MAE=1.076029 val_conc_RMSE=1.745171 val_enhancement_RMSE=1.745170 best=1.745171 lr=0.0001 improved=1 no_improve=0 elapsed=0.1s
Saved best checkpoint: /data/cd25/task2_V3/3D_UNet_pft/processed/richmond_finetune_background_enhancement_v3/best_model.pt
Final validation concentration metrics:
{
  "count": 4276,
  "R": 0.9832451440350461,
  "R2": 0.966752623779422,
  "MAE": 1.076029064724443,
  "RMSE": 1.7451706359082761
}
