metric_group,count,R,R2,MAE,RMSE
concentration,28111,0.9930835045228431,0.9862122523496968,0.7853612826162356,1.2311253701289704
target_enhancement,28111,0.9889212784741014,0.9779605212653955,0.7853613765299678,1.231125415657567
